        日期      開盤      最高      最低      收盤     成交量     成交值   成交筆數
            2020/10/08 12831.000 12935.000 12772.000 12865.000       135687            0            0
            2020/10/09 12893.000 12935.000 12840.000 12865.000        37278            0            0
            2020/10/12 12935.000 12995.000 12878.000 12979.000       132386            0            0
            2020/10/13 12950.000 12955.000 12816.000 12906.000       132382            0            0
            2020/10/14 12940.000 12956.000 12835.000 12862.000       111160            0            0
            2020/10/15 12838.000 12892.000 12727.000 12834.000       172355            0            0
            2020/10/16 12818.000 12865.000 12718.000 12742.000       137233            0            0
            2020/10/19 12783.000 12928.000 12782.000 12832.000       126955            0            0
            2020/10/20 12892.000 12930.000 12844.000 12878.000        94815            0            0
            2020/10/21 12906.000 12946.000 12758.000 12795.000        92996            0            0
            2020/10/22 12729.000 12894.000 12707.000 12865.000       137338            0            0
            2020/10/23 12865.000 12883.000 12795.000 12866.000       102086            0            0
            2020/10/26 12848.000 12935.000 12747.000 12796.000       130946            0            0
            2020/10/27 12826.000 12833.000 12765.000 12796.000       103816            0            0
            2020/10/28 12780.000 12809.000 12555.000 12574.000       157679            0            0
            2020/10/29 12598.000 12640.000 12504.000 12572.000       170128            0            0
            2020/10/30 12545.000 12563.000 12370.000 12469.000       177698            0            0
            2020/11/02 12474.000 12587.000 12402.000 12573.000       134692            0            0
            2020/11/03 12611.000 12785.000 12602.000 12774.000       130343            0            0
            2020/11/04 12770.000 12950.000 12662.000 12911.000       214516            0            0
            2020/11/05 12924.000 12982.000 12821.000 12964.000       130825            0            0
            2020/11/06 12942.000 13004.000 12896.000 12993.000       140371            0            0
            2020/11/09 13090.000 13350.000 13046.000 13175.000       199391            0            0
            2020/11/10 13130.000 13154.000 13010.000 13092.000       159545            0            0
            2020/11/11 13101.000 13327.000 13077.000 13294.000       154065            0            0
            2020/11/12 13266.000 13305.000 13193.000 13211.000       123798            0            0
            2020/11/13 13227.000 13370.000 13163.000 13362.000       115268            0            0
            2020/11/16 13407.000 13768.000 13406.000 13680.000       154190            0            0
            2020/11/17 13656.000 13737.000 13600.000 13646.000       126065            0            0
            2020/11/18 13632.000 13838.000 13621.000 13737.000       116783            0            0
            2020/11/19 13732.000 13789.000 13662.000 13756.000       138261            0            0
            2020/11/20 13724.000 13783.000 13640.000 13723.000       115132            0            0
            2020/11/23 13790.000 13943.000 13788.000 13867.000       147679            0            0
            2020/11/24 13921.000 13928.000 13777.000 13870.000       117903            0            0
            2020/11/25 13886.000 13909.000 13662.000 13755.000       155156            0            0
            2020/11/26 13788.000 13862.000 13741.000 13790.000       114946            0            0
            2020/11/27 13781.000 13964.000 13763.000 13912.000       126048            0            0
            2020/11/30 13883.000 13975.000 13670.000 13738.000       176652            0            0
            2020/12/01 13818.000 13951.000 13751.000 13925.000       128763            0            0
            2020/12/02 13932.000 13997.000 13855.000 13960.000       138069            0            0
            2020/12/03 13971.000 14047.000 13903.000 13992.000       154536            0            0
            2020/12/04 14022.000 14188.000 14012.000 14178.000       136390            0            0
            2020/12/07 14181.000 14256.000 14087.000 14229.000       153024            0            0
            2020/12/08 14206.000 14387.000 14156.000 14348.000       142085            0            0
            2020/12/09 14372.000 14425.000 14206.000 14273.000       141284            0            0
            2020/12/10 14261.000 14314.000 14124.000 14273.000       183188            0            0
            2020/12/11 14290.000 14340.000 14091.000 14203.000       198401            0            0
            2020/12/14 14264.000 14285.000 14171.000 14181.000       121565            0            0
            2020/12/15 14162.000 14232.000 14030.000 14202.000       162936            0            0
            2020/12/16 14198.000 14328.000 14170.000 14221.000        99943            0            0
            2020/12/17 14220.000 14225.000 14085.000 14194.000       140699            0            0
            2020/12/18 14190.000 14222.000 14128.000 14170.000       110391            0            0
            2020/12/21 14155.000 14323.000 14021.000 14258.000       201337            0            0
            2020/12/22 14253.000 14334.000 14006.000 14100.000        82889            0            0
            2020/12/23 14104.000 14181.000 14031.000 14154.000       135387            0            0
            2020/12/24 14185.000 14317.000 14179.000 14300.000       126959            0            0
            2020/12/25 14328.000 14383.000 14245.000 14298.000        95436            0            0
            2020/12/28 14329.000 14475.000 14320.000 14423.000       105953            0            0
            2020/12/29 14465.000 14488.000 14376.000 14462.000        99524            0            0
            2020/12/30 14451.000 14704.000 14440.000 14669.000       125882            0            0
            2020/12/31 14678.000 14712.000 14604.000 14664.000       113411            0            0
            2021/01/01 14677.000 14691.000 14630.000 14664.000        18161            0            0
            2021/01/04 14640.000 14970.000 14635.000 14830.000       196904            0            0
            2021/01/05 14874.000 15048.000 14836.000 15036.000       153336            0            0
            2021/01/06 15048.000 15140.000 14764.000 15030.000       285972            0            0
            2021/01/07 15050.000 15401.000 15024.000 15393.000       207946            0            0
            2021/01/08 15376.000 15526.000 15264.000 15419.000       218129            0            0
            2021/01/11 15420.000 15560.000 15369.000 15514.000       183908            0            0
            2021/01/12 15517.000 15605.000 15407.000 15537.000       208961            0            0
            2021/01/13 15557.000 15814.000 15555.000 15690.000       207217            0            0
            2021/01/14 15705.000 16061.000 15632.000 15933.000       209633            0            0
            2021/01/15 15950.000 16002.000 15570.000 15681.000       281822            0            0
            2021/01/18 15637.000 15679.000 15327.000 15661.000       199063            0            0
            2021/01/19 15714.000 15946.000 15710.000 15870.000       186703            0            0
            2021/01/20 15899.000 15964.000 15735.000 15792.000       156833            0            0
            2021/01/21 15803.000 16183.000 15769.000 16104.000       269380            0            0
            2021/01/22 16051.000 16085.000 15808.000 15960.000       223485            0            0
            2021/01/25 15956.000 16004.000 15719.000 15887.000       216723            0            0
            2021/01/26 15865.000 15974.000 15537.000 15698.000       275951            0            0
            2021/01/27 15725.000 15814.000 15421.000 15428.000       266500            0            0
            2021/01/28 15411.000 15585.000 15225.000 15555.000       306298            0            0
            2021/01/29 15498.000 15539.000 15037.000 15109.000       294979            0            0
            2021/02/01 15156.000 15470.000 15090.000 15452.000       213123            0            0
            2021/02/02 15469.000 15884.000 15459.000 15824.000       222115            0            0
            2021/02/03 15864.000 15875.000 15687.000 15738.000       180409            0            0
            2021/02/04 15721.000 15817.000 15542.000 15817.000       189538            0            0
            2021/02/05 15809.000 15984.000 15737.000 15810.000       178384            0            0
            2021/02/08 15803.000 15817.000 15737.000 15810.000        19655            0            0
            2021/02/16 15803.000 15817.000 15737.000 15810.000        19673            0            0
            2021/02/17 16261.000 16433.000 16179.000 16353.000       135081            0            0
            2021/02/18 16374.000 16525.000 16233.000 16303.000       192061            0            0
            2021/02/19 16301.000 16489.000 16130.000 16408.000       198252            0            0
            2021/02/22 16480.000 16564.000 16242.000 16257.000       200937            0            0
            2021/02/23 16223.000 16451.000 16182.000 16331.000       206092            0            0
            2021/02/24 16300.000 16435.000 16133.000 16332.000       242877            0            0
            2021/02/25 16388.000 16422.000 16098.000 16120.000       199180            0            0
            2021/02/26 16037.000 16097.000 15746.000 15926.000       298212            0            0
            2021/03/01 15931.000 15999.000 15746.000 15926.000       100751            0            0
            2021/03/02 16249.000 16277.000 15868.000 15975.000       200547            0            0
            2021/03/03 16000.000 16255.000 15885.000 16008.000       223635            0            0
            2021/03/04 16025.000 16066.000 15610.000 15682.000       305447            0            0
            2021/03/05 15601.000 15935.000 15570.000 15928.000       265127            0            0
            2021/03/08 15950.000 16095.000 15746.000 15848.000       247475            0            0
            2021/03/09 15810.000 15997.000 15608.000 15967.000       226203            0            0
            2021/03/10 15977.000 16010.000 15808.000 15923.000       195113            0            0
            2021/03/11 15951.000 16273.000 15942.000 16267.000       175500            0            0
            2021/03/12 16276.000 16288.000 16093.000 16175.000       157722            0            0
            2021/03/15 16206.000 16268.000 16142.000 16267.000       135400            0            0
            2021/03/16 16250.000 16361.000 16213.000 16325.000       135116            0            0
            2021/03/17 16304.000 16336.000 16083.000 16209.000       112365            0            0
            2021/03/18 16255.000 16401.000 16050.000 16073.000       191818            0            0
            2021/03/19 16100.000 16110.000 15941.000 16073.000       198119            0            0
            2021/03/22 16018.000 16242.000 15911.000 16214.000       173686            0            0
            2021/03/23 16223.000 16277.000 16025.000 16047.000       149496            0            0
